id,Titel,Body,Kategorie,Datum,Quelle
143,Vorreiterrolle: Wien führt weltweit erste Vögelzonen ein,"Darauf mussten Hansi, Tweety & Co. lange warten! Doch nun ist es endlich soweit: Wien führt als weltweit erste Stadt Vögelzonen im öffentlichen Raum ein. Käfigvögel wie Wellensittich, Papagei oder Kanarienvogel sollen sich dort in Begleitung ihrer Frauchen und Herrchen künftig frei austoben und ihre Flugkünste zur Schau stellen können.Man wolle den als Haustier gehaltenen Piepmätzen endlich die Möglichkeit geben, ihrem Bewegungsdrang freien Flug zu lassen, so die für Tierschutz zuständige Stadträtin Ulli Sima anlässlich der Eröffnung und Einweihung der ersten Vögelzone im Else-Federn-Park in Wien Ottakring: „Die Vögel sollen sich dort untereinander austauschen und einfach mal so richtig den Adler in ihnen rauslassen können!“Noch bis Ende des Jahres sollen in allen 23 Bezirken Wiens weitere Vögelzonen eröffnet werden. Die zwecks Fotoshooting mitgebrachte Papageiendame Kiki weiß mit der neu gewonnenen Freiheit der Vögelzone offenbar noch nicht so recht etwas anzufangen. Trotz mehrfacher Aufforderung ihres Besitzers bleibt sie einfach auf dessen Schulter sitzen und beißt stattdessen lieber der danebenstehenden Stadträtin ins Ohr.Apropos Beißen: In den Vögelzonen dürfen sich die gefiederten Freunde grundsätzlich ohne Schnabelkorb aufhalten. Um unschöne Szenen zu vermeiden, müssen allerdings mitgebrachte Listenvögel wie Falken oder Habichte verpflichtend Beißkorb tragen.Alle Wiener Vögelzonen sind mit Sitzstangen, Klettergerüsten, kleinen Trapezschaukeln und jeder Menge Trinkschalen ausgestattet. Um die Vögel vor Kleinkindern und Hunden zu schützen, sind die Vögelzonen sicherheitshalber umzäunt. Außerdem herrscht in den Zonen striktes Katzenverbot!Den Vorwurf, dass es sich bei den Vögelzonen um ein reines Wahlzuckerl  knapp vor der Nationalratswahl handeln könnte, lässt Ulli Sima nicht gelten: „Die Vögelzonen waren schon lange auf meiner Prioritätenliste ganz oben. Leider scheiterte es wie so oft am dafür notwendigen Geld!“Erst dadurch, dass trotz exorbitanten Bevölkerungszuwachses in absehbarer Zeit keine neuen Gymnasien in Wien gebaut werden sollen, konnten die finanziellen Mittel für die Vögelzonen freigeschaufelt und dieses Prestigeprojekt nun endlich realisiert werden, so SPÖ-Stadträtin Sima.Wen wundert es da noch, dass Wien unlängst zum wiederholten Male zur weltweit lebenswertesten Stadt gekürt wurde!","Allgemein, Empfehlung",2019-09-13 00:00:00,Entenpost
144,Megapeinlich: 200 Identitäre irrtümlich bei Ursula-Stenzel-Fackelzug,"Es erinnert ein wenig an den Witz, bei dem ein Autofahrer im Autoradio hört, dass einem auf der Autobahn zwischen Amstetten und Pöchlarn ein Geisterfahrer entgegenkommt und sich der Autofahrer folgendermaßen echauffiert: Was heißt da einer, hunderte!So ähnlich musste es wohl vergangenes Wochenende rund 200 Mitgliedern der Identitären Bewegung ergangen sein, als diese an einem historischen Gedenkmarsch teilnehmen wollten – und stattdessen bei einem privaten Fackelzug, initiiert von der nicht amtsführenden Stadträtin Ursula Stenzel, landeten!Martin Sellner, Sprecher der Identitären Bewegung Österreich, bedauert einerseit den Irrtum, verteidigt andererseits den Zwischenfall: „Wir wollten eigentlich an dieser Gedenkfeier anlässlich der Schlacht am Kahlenberg 1683 teilnehmen. Doch irgendwie wurde da offenbar kurzfristig die ursprünglich geplante Route geändert und in all dem Wirrwarr waren wir dann plötzlich mitten in diesem Ursula-Stenzel-Fackelzug!“Man müsse allerdings in aller Deutlichkeit dazu sagen, dass die Veranstaltung der 73-Jährigen nicht klar als Ursula-Stenzel-Fackelzug gekennzeichnet gewesen sei, so Sellner zu dem bedauerlichen Schnitzer seiner Bewegung.Dass der Irrtum nicht gleich bemerkt wurde, dürfte außerdem daran gelegen sein, dass sich unter den Teilnehmern des von der FPÖ-Politikerin initiierten Stenzel-Fackelzuges so mancher Altbekannter der Identitären tummelte. Erst als bei der Abschlusskundgebung die nicht amstführende Stadtträtin eine sichtlich illuminierte Rede hielt, seien den Identitären endlich Zweifel gekommen, bei der richtigen Veranstaltung gelandet zu sein.Martin Sellner bedauerte den Irrtum und distanzierte sich auf seiner Facebook-Seite in aller Entschiedenheit von Ursula Stenzel: „Hätten wir davon Kenntnis gehabt, bei wem wir da mitmarschiert sind, hätten wir die Teilnahme natürlich sofort abgebrochen. Frau Stenzel ist für ihre kruden Ansichten hinlänglich bekannt, mit derlei Gestalten wollen wir von den Identitären niemals nicht in Verbindung gebracht werden!“",Politik,2019-09-09 00:00:00,Entenpost
145,Vatikan Fashion Week: Papst Franziskus begeistert von neuer Herbst-Kollektion,"VATIKANSTADT— Sie gilt als das Highlight im römisch-katholischen Kirchenjahr: Die Vatikan Fashion Week! Die Teilnahme an der Modenschau gilt als unverzichtbares Muss für modebewusste Geistliche. Dort werden alljährlich die neuesten Trends in Sachen Mess- und Freizeit-Outfits gezeigt. Diesen Herbst besonders angesagt: Wallende Gewänder mit breit geschnittenen, ausladenden Schultern in den schlichten Farben Schwarz und Weiß, dazu trendige Sneaker von Adidas oder Puma.Auch Papst Franziskus ließ sich die gestern Nacht unter viel Applaus zu Ende gegangene Vatikan Fashion Week nicht entgehen und zeigte sich im Anschluss begeistert: „Letztes Jahr war es mir eine Spur zu pompös, dieser Glamour-Look war ehrlich gesagt nicht so mein Ding. Die dieses Jahr gezeigten, eher nüchternen Kollektionen finde ich hingegen extrem gelungen!“Er freue sich schon auf die neuen Trendpieces, so der Pontifex. Sie würden ihn ein wenig an die Eighties erinnern – laut eigenen Angaben eine für den damaligen jungen Rektor der Theologischen Fakultät von San Miguel ganz besonders coole Zeit.Bei den Accessoires geht der klerikale Trend diesen Herbst ebenfalls hin zur schlichten Eleganz: Auf dem Catwalk waren heuer viel Silber statt Gold und nur noch selten Edelsteine zu sehen. Für modebewusste Ordensfrauen sind im kommenden Jahr Taillengürtel zu ihrem Habit Pflicht.Beim Schuhwerk greift der Klerus vom Priester aufwärts bis zum Kardinal ab sofort zu sportlichen Adidas- oder Puma-Sneakern, bei der Nonne von Welt dürfen es hin und wieder auch Cowboyboots sein.Und da sag noch einer, die römisch-katholische Kirche sei bereits aus der Mode gekommen!","Allgemein, Empfehlung",2019-09-06 00:00:00,Entenpost
146,"‚Scharfe Aktion‘ statt ‚Aktion scharf‘: 25% Rabatt am Wochenende für Raser, Parksünder & Co.","Da sag‘ noch einer, die Gesetzeshüter wären nur am Abzocken! Die Polizei, dein Freund und Helfer, gibt sich kommendes Wochenende von ihrer charmanten Seite und lässt mit einer tollen Aktion aufhorchen, die man sonst nur von Billa, Spar & Co. gewohnt ist: 25% Rabatt auf alle Organstraf- und Anonymverfügungen!Polizei-Wien-Pressesprecher Patrick Maierhofer zur geplanten Aktion: „Um den Ruf der Polizei ist es bekanntlich nicht immer gut bestellt. Mit den Aktionstagen am Wochenende möchte die Polizei in ganz Österreich ganz bewusst einmal ihr freundliches Gesicht zeigen – sozusagen ‚Scharfe Aktion‘ statt ‚Aktion scharf‘!“Aus diesem Grund gibt es auf Organmandate und Anonymstrafverfahren am kommenden Samstag und Sonntag bundesweit 25% Rabatt. Wer beispielsweise seine Nebelschlussleuchte trotz guter Sicht anhat, muss am Aktionswochenende lediglich 22,5€ statt der sonst üblichen 30€ hinblättern, für ein despektierliches ‚Oida‘ gegenüber einem Polizisten legt man statt 100€ im Rabattzeitraum nur 75€ ab.Noch billiger wird es übrigens für jö Bonus Club Mitglieder: Wer seine jö-Card oder die jö-App bei einer Übertretung vorweisen kann, erhält an den beiden Aktionstagen sogar sensationelle 30% Nachlass!Doch Polizei-Pressesprecher Maierhofer warnt: „Bei Mehrfachverstößen kann man sich an den Aktionstagen natürlich eine ordentliche Stange Geld sparen. Aber man sollte es andererseits auch nicht übertreiben: Denn eines sollte allen klar sein: ‚Führerschein weg‘ bedeutet auch an den beiden Aktionstagen ‚Führerschein weg‘!“Insgesamt rechntet man bei der Polizei trotz Rabatt-Aktion mit einem kleinen Plus bei den Einnahmen. Quasi Win-Win-Situation für beide Seiten! Sollten die Aktionstage ein Erfolg sein, ist eine Wiederholung jedenfalls nicht ausgeschlossen, so Polizeisprecher Maierhofer.","Allgemein, Empfehlung",2019-09-05 00:00:00,Entenpost
147,Neuer Job: Strache wird Chef der GIS Gebühren Info Service GmbH,"Nun hat es also doch noch geklappt: Ex-Vizekanzler Heinz-Christian Strache hat einen neuen Job! Wie das Nachrichtenportal unzensiert.at auf seiner Webseite berichtet, soll der ehemalige Vizekanzler neuer Chef der GIS Gebühren Info Service GmbH werden. Bereits Anfang Oktober wird Strache seinen Dienst bei der ORF-Tochter, die für die Einhebung der Rundfunkgebühren zuständig ist, dem Vernehmen nach antreten.Nachdem Straches Einstieg in die Immobilienbranche von ihm selbst in letzter Sekunde abgeblasen worden war, ließ Strache seine berufliche Zukunft zunächst offen. Nun dürfte das Rätsel gelüftet und der Wechsel in die Privatwirtschaft tatsächlich fix sein: Strache übernimmt bei der GIS mit erstem Oktober das Ruder und soll dort in erster Linie dafür sorgen, dass die oftmals als ‚ORF-Zwangsgebühren‘ verschrieenen Abgaben auf eine breite Akzeptanz bei den heimischen TV-Konsumenten fallen.Ex-Parteichef Strache auf unzensiert.at zu seinen Plänen für die GIS: „Als jemand, der seine Heimat über alles liebt, bin ich schon immer zu hundert Prozent zum österreichischen Rundfunk gestanden. Doch dieses rot-weiß-rote Juwel muss uns allen auch etwas wert sein – und deshalb braucht es so rasch als möglich eine Charmeoffensive, damit diese leidigen ‚Weg-mit-der-ORF-Zwangsgebühr‘-Rufe endlich und ein für allemal verstummen!“Zu diesem Zwecke werde er nicht einfach nur den Chef raushängen lassen, sondern sich sogar persönlich als GIS-Kontrolleur betätigen, so der frühere FPÖ-Chef, dessen rechter Unterarm dem Vernehmen nach seit kurzem ein ‚I love GIS‘-Tattoo zieren soll.Und noch ein weiterer Politiker, so das Nachrichtenportal unzensiert.at,  könnte eventuell schon in Kürze einen neuen Job antreten: Für den Fall, dass die Liste Jetzt bei der Nationalratswahl den Wiedereinzug ins Parlament nicht schaffen sollte, hat angeblich Eurofighter Peter Pilz bereits einen gut-dotierten Lobbyisten-Vertrag angeboten. Ex-Politiker müsste man sein!",Politik,2019-09-02 00:00:00,Entenpost
148,30 Jahre ORF sind genug: Sepp Forcher wechselt zu MTV,"Mehr als drei Jahrzehnte lang war er Gesicht und Aushängeschild der höchst erfolgreichen Musiksendung  ‚Klingendes Österreich‘, nun ist es offenbar Zeit für einen Neuanfang: Sepp Forcher wechselt vom ORF zum Musiksender MTV und soll dort ab Herbst das Hip-Hop-Magazin ‚Straight outta Compton‘ moderieren.Statt ‚Griaß Gott in Österreich‘ wird der 88-Jährige sein Publikum künftig also wohl mit ‚Yo man!‘ begrüßen. Sepp Forcher zu seiner neuen Rolle bei MTV Germany: „Dieser Genre-Wechsel dürfte für so manchen wahrscheinlich ein wenig überraschend kommen. Aber Freunde, die mich schon länger und näher kennen, werden bestätigen, dass ich privat eigentlich nur wenig mit Volksmusik am Hut gehabt habe und in Wirklichkeit schon immer ein leidenschaftlicher Hip-Hopper gewesen bin!“Spätestens seit dem Album ‚3 Feet High and Rising‘ des Hip-Hop-Trios De La Soul aus Ney York City sei der ORF-Quotenbringer dieser Musikrichtung verfallen. Gemeinsam mit Ehefrau Helene stöbere er seither oft stundenlang in diversen Plattenläden, stets auf der Suche nach neuen, unbekannten Hip-Hop-Künstlern und lässigen DJ-Raritäten, so der TV-Moderator.Mit 88 sei er außerdem nicht mehr so gut bei Fuß, ihm sei das Wandern von einer Alm zur nächsten für die Sendung ‚Klingendes Österreich‘ zunehmend schwer gefallen, so der frühere Bergfex und ehemalige Hüttenwirt Forcher: „Da kommt es mir gerade recht, dass ich bei MTV in erster Linie im Studio sitzen und ein wenig an den Turntables drehen kann.“Über Sepp Forchers Ablösesumme wurde gegenseitiges Stillschweigen vereinbart. Insider sprechen allerdings davon, dass der Sensations-Transfer zu MTV dem ORF einen höheren zweistelligen Millionenbetrag bescheren dürfte. Wer Forchers Nachfolger bei ‚Klingendes Österreich‘ werden wird, stehe derzeit noch nicht fest, so ORF-Generaldirektor Alexander Wrabetz. Hinter den Kulissen kursieren allerdings bereits zwei prominente Namen: RAF Camora sowie Sido haben dem Vernehmen nach gute Chancen – und haben offenbar auch bereits Interesse bekundet!","Allgemein, Empfehlung",2019-08-16 00:00:00,Entenpost
149,Ikea-Rückruf: Bei Barhocker Bosse sprießen plötzlich Birkenzweige,"Von Automobil-Herstellern ist man Rückrufaktionen ja mittlerweile mehr als gewöhnt! Doch nun hat es offenbar auch die Möbelbranche erwischt: Beim Ikea-Barhocker des Modells ‚Bosse‘ kann es vorkommen, dass dieser von heute auf morgen ganz plötzlich austreibt und eine Reihe von Birkenzweigen sprießen lässt. Um Unfälle und Nebenwirkungen zu vermeiden, ersucht der schwedische Möbelgigant betroffene Konsumenten, schnellstmöglich in eine nahegelegene Ikea-Filiale zu kommen und die Möbelstücke gegen ordnungsgemäß gefertigte Barhocker einzutauschen.Auf der Homepage des Möbelherstellers entschuldigt man sich für den Vorfall und die Unannehmlichkeiten. Betroffen seien Bosse-Barhocker, die im Zeitraum 2016 bis 2018 erworben wurden. Den Fehler erklärt man sich damit, dass offenbar beim Schlagen und bei der Verarbeitung des betroffenen Birkenholzes nicht die vorgeschriebene Mondphase eingehalten worden sei. Die Barhocker könnten daher bei entsprechender Zimmertemperatur und Luftfeuchtigkeit wie aus dem Nichts kleinere Zweige samt Blättern und Blütenkätzchen bilden, so das schwedische Möbelhaus.Gleichzeitig weist man bei Ikea allerdings darauf hin, dass es sich bei Holz um einen lebendigen Werkstoff handle. Symptome, wie sie beim Bosse-Barhocker derzeit beobachtbar wären, seien daher nicht gänzlich auszuschließen, so Ikea-Österreich-Sprecherin Linnea Hamarvik.Um zu vermeiden, dass es Personen durch die austreibenden Zweige plötzlich vom Hocker reißt oder diese durch die sich rankenden Äste an ein Stuhlbein gefesselt werden, sollten vorsorglich alle in den Jahren 2016 bis 2018 erworbenen Bosse-Barhocker umgetauscht werden.Ikea ersucht insbesondere Birkenallergiker, schnellstmöglich in die nächstgelegene Filiale zu kommen und den Umtausch so rasch als möglich vorzunehmen: Der mit Ende Mai überstanden geglaubte Pollenflug könnte ansonst in diesem Jahr völlig unerwartet ein zweites Mal einsetzen – und das dann gar innerhalb der eigenen vier Wände!","Allgemein, Empfehlung",2019-08-12 00:00:00,Entenpost
150,Klimaschutz: Tier­gar­ten Schön­brunn ver­bannt Fleisch­fresser,"Nichts trägt so sehr zum Klimawandel bei wie der tägliche Verzehr von Fleisch. Um ein Zeichen für den Klimaschutz zu setzen, hat der Wiener Tiergarten Schönbrunn als weltweit erster Zoo beschlossen, sämtliche Fleischfresser aus seinen Gehegen zu verbannen und durch Pflanzenfresser zu ersetzen.Prof. Dr. Dagmar Schratter, Geschäftsführerin und Direktorin des Schönbrunner Tiergartens, zu der ungewöhnlichen Maßnahme: „Der Konsum von Fleisch hat bekanntlich eine äußerst negative Klimabilanz. Unsere Raubtiere wie Löwen, Haie, Krokodile und dergleichen verschlingen täglich enorme Mengen an Fleisch und schneiden daher in Sachen Klimabelastung ganz besonders miserabel ab!“Um ein Zeichen für Nachhaltigkeit und eine konkrete Maßnahme gegen die globale Erderwärmung zu setzen, habe sich der Tiergarten Schönbrunn daher dazu entschieden, auf einen komplett vegetarischen Tiergarten umzusatteln, so Direktorin Schratter. Laut Plan sollen sämtliche fleischfressenden Käfigtiere bereits in den kommenden Tagen durch klimaschonende Pflanzenfresser ersetzt werden.Damit die Besucher des berühmten Wiener Zoos auch künftig nicht zur Gänze auf Tiger, Wolf & Co. verzichten müssen, sollen alle ersetzten Raubtiere von qualifizierten Präparatoren fachgerecht konserviert, ausgestopft und in realitätsgetreuen Käfigen auf Drehscheiben ausgestellt werden. Zusammen mit den zugehörigen Tierlauten aus Lautsprechern, so das Versprechen der Tiergartenverantwortlichen, sei dabei so gut wie mit keinerlei Qualitätsverlust zu rechnen!",Allgemein,2019-08-09 00:00:00,Entenpost
151,Nach El-Paso-Schießerei: NRA fordert Ende des restriktiven Waffenerwerbs,"Seit langem warnt die National Rifle Association (NRA) vor den gravierenden Auswirkungen des über die letzen Jahre hinweg stark eingeschränkten Waffenzugangs in den USA: Psychologische Gutachten, Altersgrenzen, Mindest-IQ und diverser anderer Schnickschnack hätten den Erwerb von Colt, Uzi & Co. derart erschwert, dass im Land der sonst unbegrenzten Möglichkeiten kaum noch Privatpersonen im Besitz von Schusswaffen wären.Mit verheerenden Folgen, wie die Schießerei in einem Walmart in El Paso oder das Massaker in Dayton mit insgesamt rund 30 Toten leidvoll gezeigt habe, so die NRA. Nun fordert die NGO ein radikales Umdenken: Der Kauf von Waffen müsse so einfach und unbürokratisch werden wie der Erwerb von Obst und Gemüse.Carolyn D. Meadows, erst vor kurzem zur Präsidentin der NRA gewählt, zeigt sich schockiert über die tragischen Ereignisse in Texas und Ohio: „Der Tod von so vielen Menschen und das damit verbundene unendliche Leid sind inakzeptabel. Diese Tragödien müssen unsere Nation endlich wachrütteln. Es kann doch nicht sein, dass jemand in einem Walmart einfach seine Waffe zückt und drauflos ballert – und niemand hat die Möglichkeit, zurückzuschießen!“Man habe leider vergeblich vor den verheerenden Einschränkungen beim Tragen und insbesondere beim Erwerb von Feuerwaffen gewarnt, so Meadows: „Das Recht auf eine Waffe besteht hierzlande in Wirklichkeit nur noch auf dem Papier: All die bürokratischen Hürden wie psychologisches Gutachten, Identitätsnachweis oder Alterslimit haben dazu geführt, dass kaum noch Schusswaffen im Umlauf sind. Die Nation und seine Bürger sind de facto wehrlos!“Wäre der Kauf von Waffen und Munition so einfach, wie sich die NRA das wünscht – am besten direkt im Supermarkt in der Obst- und Gemüseabteilung – hätten sich tausende Schussopfer und jede Menge unnötiges Leid der vergangenen Jahre vermeiden lassen, so Meadows. Außerdem müssten die Preise für Waffen deutlich gesenkt werden, so dass auch in einkommensschwachen Schichten jede Familie zumindest in den Besitz eines Revolvers kommen könne.Dass der Wunsch der NRA in Erfüllung geht, ist allerdings zu bezweifeln: Der Einfluss diverser Anti-Waffen-Lobbys und der Druck der mehrheitlich pazifistisch veranlagten Republikaner auf Präsident Donald Trump dürfte zu groß sein. Im Gegenteil, es ist sogar zu befürchten, dass die Waffengesetze auf Grund der Präsidentschaftswahlen 2020 noch weiter eingeschränkt werden oder gar ein Waffenverbot kommen könnten. Unter diesen Voraussetzungen dürfte das nächste Massaker in den USA wohl nur noch eine Frage der Zeit sein!",Politik,2019-08-05 00:00:00,Entenpost
152,Gelsen ade: Mit diesem Trick halten Sie Stech­mücken zuver­lässig von Ihrem Schlaf­zim­mer fern,"Natürliche Hausmittel, die gegen Gelsen helfen sollen, gibt es wie Sand am Meer: Zitronenmelisse, Tomatenpflanzen, ätherische Öle, Verbrennen von Salbeiblättern oder Wasserschalen mit Spülmittel – sie alle und noch so manches andere vertreiben angeblich die lästigen Blutsauger und versprechen einen Schlaf ohne böses Erwachen. Doch in einem Gelsenrekordjahr wie heuer sind derlei Mittel offenbar nur ein Blutstropfen auf dem heißen Stein und Gelsenstiche an der Tagesordnung!Für alle, die trotzdem nicht gleich zur chemischen Keule oder gar zum stromfressenden und somit klimaschädlichen Gelsenstecker greifen wollen, gibt es nun eine natürliche Lösung: Eine mehrjährige Studie des Department für Integrative Biologie und Biodiversitätsforschung an der BOKU Wien hat ergeben, dass ein oder mehrere Wespennester in den eigenen vier Wänden dafür sorgen, dass Gelsen garantiert Reißaus nehmen!Studienleiter Dr. Hermann Gröhnhofer: „Die meisten Menschen glauben ja, dass sich Wespen ausschließlich von Limonade, Bier, Grillwürstln, Obst und Kuchen ernähren. Den wenigsten ist hingegen bekannt, dass auch Insekten auf ihrem Speiseplan stehen – und Gelsen geradezu einen Leckerbissen für Wespen darstellen!“Je nach Gelsenaufkommen sorgen laut BOKU-Studie ein oder mehrere der meist kugelförmigen, grauen Wespennester an der Zimmerdecke samt ihrer emsigen Bewohner zuverlässig in Schlafzimmer, Küche & Co. dafür, dass das sirrende, für den Menschen überaus unangenehme Geräusch der Stechmücken den ganzen Sommer über ausbleibt.In besonders wasserreichen und damit gelsengeplagten Gegenden kann es allerdings passieren, dass man auch mit mehreren Wespennestern in den eigenen vier Wänden nicht ganz das Auslangen findet. In diesem Fall legt man noch ein Schäufelchen nach und greift gleich zur Spezialeinheit in Sachen Gelsenjagd: Hornissen! Sie sind auf Grund ihrer Größe um ein vielfaches gefräßiger als ihre kleineren Artgenossen und räumen entsprechend schnell und zuverlässig mit den kleinen Blutsaugern auf.Doch Achtung: Hornissen stehen in manchen Bundesländern unter Schutz: Klären Sie daher sicherheitshalber im vorhinein, ob ein Hornissennest bei Ihnen zu Hause auch tatsächlich zulässig ist: Sonst könnten am Ende die Gelsen das geringste Problem sein, dass Sie diesen Sommer haben!","Allgemein, Empfehlung",2019-07-07 00:00:00,Entenpost
